"city","date","year","month","day","dow","dow_name","day_summer","population","temp","hw_threshold","temp_above_hw_threshold","HW","O3_nohw_above25","O3","logO3_nohw_above25","logO3","logO3_base","HW_o3_increment_ppb","log_o3_ref","log_o3_sigma","true_mu","death"
"city",2011-07-12,2011,7,12,2,"Tue",42,10400000,26.3825721214,31.6196056218104,0,0,0.0344207235534773,0.0344207235534773,-3.36909646711006,-3.36909646711006,-3.41009228128692,0,-3.39315364377426,1,136.575209671522,140
"city",2011-07-13,2011,7,13,3,"Wed",43,10400000,24.9511200705104,31.6196056218104,0,0,0.0373469040426738,0.0373469040426738,-3.28750526126264,-3.28750526126264,-3.28750526126264,0,-3.39315364377426,1,136.630937718275,138
"city",2011-07-14,2011,7,14,4,"Thu",44,10400000,26.2900515610394,31.6196056218104,0,0,0.0380241837122664,0.0380241837122664,-3.26953290820024,-3.26953290820024,-3.30404892476424,0,-3.39315364377426,1,136.643216167208,118
"city",2011-07-15,2011,7,15,5,"Fri",45,10400000,25.1855444675511,31.6196056218104,0,0,0.0359847002988869,0.0359847002988869,-3.32466142255818,-3.32466142255818,-3.32983096598378,0,-3.39315364377426,1,135.246308670549,144
"city",2011-07-16,2011,7,16,6,"Sat",46,10400000,27.3534202817896,31.6196056218104,0,0,0.0376520522164027,0.0376520522164027,-3.27936781848195,-3.27936781848195,-3.34391107118729,0,-3.39315364377426,1,133.930913048962,132
"city",2011-07-17,2011,7,17,0,"Sun",47,10400000,30.7922557985596,31.6196056218104,0,0,0.0396005994721546,0.0396005994721546,-3.22891102265056,-3.22891102265056,-3.38704765270829,0,-3.39315364377426,1,133.964705935161,146
"city",2011-07-18,2011,7,18,1,"Mon",48,10400000,27.1006499851989,31.6196056218104,0,0,0.0362908691761844,0.0362908691761844,-3.31618910719844,-3.31618910719844,-3.37581566438378,0,-3.39315364377426,1,137.984310448525,128
"city",2011-07-19,2011,7,19,2,"Tue",49,10400000,27.8928783903663,31.6196056218104,0,0,0.0352059454001414,0.0352059454001414,-3.34654030722755,-3.34654030722755,-3.43228357917615,0,-3.39315364377426,1,136.590613601466,115
"city",2011-07-20,2011,7,20,3,"Wed",50,10400000,26.4568675496441,31.6196056218104,0,0,0.0380594006423909,0.0380594006423909,-3.26860716494199,-3.26860716494199,-3.30763783078539,0,-3.39315364377426,1,136.643848651352,136
"city",2011-07-21,2011,7,21,4,"Thu",51,10400000,26.891263951885,31.6196056218104,0,0,0.0398357472471566,0.0398357472471566,-3.22299059776778,-3.22299059776778,-3.27163115342093,0,-3.39315364377426,1,136.675018322355,151
"city",2011-07-22,2011,7,22,5,"Fri",52,10400000,22.9019887458503,31.6196056218104,0,0,0.0404292528666367,0.0404292528666367,-3.20820167517776,-3.20820167517776,-3.20820167517776,0,-3.39315364377426,1,135.325085358815,142
"city",2011-07-23,2011,7,23,6,"Sat",53,10400000,24.2504421457527,31.6196056218104,0,0,0.032640509056637,0.032640509056637,-3.4222011529099,-3.4222011529099,-3.4222011529099,0,-3.39315364377426,1,133.835298201026,140
"city",2011-07-24,2011,7,24,0,"Sun",54,10400000,24.7105097327471,31.6196056218104,0,0,0.0363725569106746,0.0363725569106746,-3.31394071971379,-3.31394071971379,-3.31394071971379,0,-3.39315364377426,1,133.907763148774,122
"city",2011-07-25,2011,7,25,1,"Mon",55,10400000,22.7994701111869,31.6196056218104,0,0,0.0316656304444176,0.0316656304444176,-3.45252339939297,-3.45252339939297,-3.45252339939297,0,-3.39315364377426,1,137.890282533744,145
"city",2011-07-26,2011,7,26,2,"Tue",56,10400000,21.7155807804584,31.6196056218104,0,0,0.0330360457153488,0.0330360457153488,-3.41015601923063,-3.41015601923063,-3.41015601923063,0,-3.39315364377426,1,136.547173964755,170
"city",2011-07-27,2011,7,27,3,"Wed",57,10400000,23.584459460353,31.6196056218104,0,0,0.0328733588317188,0.0328733588317188,-3.41509271119896,-3.41509271119896,-3.41509271119896,0,-3.39315364377426,1,136.543803549667,150
"city",2011-07-28,2011,7,28,4,"Thu",58,10400000,22.8007615353976,31.6196056218104,0,0,0.0316142176048833,0.0316142176048833,-3.45414833536965,-3.45414833536965,-3.45414833536965,0,-3.39315364377426,1,136.517142135575,144
"city",2011-07-29,2011,7,29,5,"Fri",59,10400000,24.165165757306,31.6196056218104,0,0,0.0336981204820426,0.0336981204820426,-3.39031321522535,-3.39031321522535,-3.39031321522535,0,-3.39315364377426,1,135.201920143334,140
"city",2011-07-30,2011,7,30,6,"Sat",60,10400000,24.0863454829402,31.6196056218104,0,0,0.0338396816392621,0.0338396816392621,-3.38612115211159,-3.38612115211159,-3.38612115211159,0,-3.39315364377426,1,133.859444267266,120
"city",2011-07-31,2011,7,31,0,"Sun",61,10400000,28.7848574715295,31.6196056218104,0,0,0.0387115239464906,0.0387115239464906,-3.25161794687789,-3.25161794687789,-3.35450465915897,0,-3.39315364377426,1,133.949497166404,140
"city",2011-08-01,2011,8,1,1,"Mon",62,10400000,27.0666122080182,31.6196056218104,0,0,0.0361087133628035,0.0361087133628035,-3.32122107537704,-3.32122107537704,-3.38015725113067,0,-3.39315364377426,1,139.367569313545,132
"city",2011-08-02,2011,8,2,2,"Tue",63,10400000,26.5168138748637,31.6196056218104,0,0,0.0323100351985072,0.0323100351985072,-3.43237740974653,-3.43237740974653,-3.48046070011997,0,-3.39315364377426,1,137.904172914343,159
"city",2011-08-03,2011,8,3,3,"Wed",64,10400000,27.0386152729529,31.6196056218104,0,0,0.034502951176845,0.034502951176845,-3.36671041724545,-3.36671041724545,-3.42761314898658,0,-3.39315364377426,1,137.9494591099,141
"city",2011-08-04,2011,8,4,4,"Thu",65,10400000,25.0088606770035,31.6196056218104,0,0,0.0370993773618297,0.0370993773618297,-3.29415509220959,-3.29415509220959,-3.29439395700808,0,-3.39315364377426,1,137.999513027768,137
"city",2011-08-05,2011,8,5,5,"Fri",66,10400000,24.7953144722559,31.6196056218104,0,0,0.0336067189921362,0.0336067189921362,-3.39302926200026,-3.39302926200026,-3.39302926200026,0,-3.39315364377426,1,136.558867516924,113
"city",2011-08-06,2011,8,6,6,"Sat",67,10400000,25.011300826766,31.6196056218104,0,0,0.0295335496812853,0.0295335496812853,-3.52222838451462,-3.52222838451462,-3.52261110144282,0,-3.39315364377426,1,135.112773625091,112
"city",2011-08-07,2011,8,7,0,"Sun",68,10400000,27.5473177964314,31.6196056218104,0,0,0.0337120525946853,0.0337120525946853,-3.3898998618039,-3.3898998618039,-3.46846811835952,0,-3.39315364377426,1,135.202199574504,152
"city",2011-08-08,2011,8,8,1,"Mon",69,10400000,28.4407436992898,31.6196056218104,0,0,0.0336898262937337,0.0336898262937337,-3.39055937759556,-3.39055937759556,-3.49828942242157,0,-3.39315364377426,1,139.319260135018,119
"city",2011-08-09,2011,8,9,2,"Tue",70,10400000,28.8767521556493,31.6196056218104,0,0,0.0297922149421212,0.0297922149421212,-3.5135081631538,-3.5135081631538,-3.65291546963876,0,-3.39315364377426,1,137.848242911985,129
"city",2011-08-10,2011,8,10,3,"Wed",71,10400000,27.109418017061,31.6196056218104,0,0,0.0303759764953565,0.0303759764953565,-3.49410322984288,-3.49410322984288,-3.5660758522785,0,-3.39315364377426,1,137.861618240647,147
"city",2011-08-11,2011,8,11,4,"Thu",72,10400000,30.9712203887417,31.6196056218104,0,0,0.0432790530863588,0.0432790530863588,-3.14008652346424,-3.14008652346424,-3.28855198248436,0,-3.39315364377426,1,138.105860921977,140
"city",2011-08-12,2011,8,12,5,"Fri",73,10400000,31.3598488122163,31.6196056218104,0,0,0.044124288158071,0.044124288158071,-3.1207448962538,-3.1207448962538,-3.27638737719334,0,-3.39315364377426,1,136.74490835136,103
"city",2011-08-13,2011,8,13,6,"Sat",74,10400000,33.9392592747133,31.6196056218104,1,0,0.0510319730281714,0.0510319730281714,-2.97530292057038,-2.97530292057038,-3.16788062326126,0,-3.39315364377426,1,135.48276236718,143
"city",2011-08-14,2011,8,14,0,"Sun",75,10400000,30.6875604884514,31.6196056218104,0,0,0.0390119745931441,0.0390119745931441,-3.24388663913004,-3.24388663913004,-3.40146499432645,0,-3.39315364377426,1,135.300942158788,123
"city",2011-08-15,2011,8,15,1,"Mon",76,10400000,32.7598755446083,31.6196056218104,1,1,0.0304321113188916,0.0404321113188916,-3.49225693467068,-3.20813097510276,-3.49225693467068,1e-05,-3.39315364377426,1,164.942836298976,149
"city",2011-08-16,2011,8,16,2,"Tue",77,10400000,31.6307937472773,31.6196056218104,1,1,0.0253065020180994,0.0353065020180994,-3.67669391950385,-3.34368813885707,-3.67669391950385,1e-05,-3.39315364377426,1,162.969914433762,153
"city",2011-08-17,2011,8,17,3,"Wed",78,10400000,33.2667666412261,31.6196056218104,1,1,0.0272247207697066,0.0372247207697066,-3.60362986660849,-3.29078220158979,-3.60362986660849,1e-05,-3.39315364377426,1,163.099296906271,156
"city",2011-08-18,2011,8,18,4,"Thu",79,10400000,29.4242086113531,31.6196056218104,0,0,0.0304386119822734,0.0304386119822734,-3.49204334550814,-3.49204334550814,-3.64910491854398,0,-3.39315364377426,1,137.863038142898,118
"city",2011-08-19,2011,8,19,5,"Fri",80,10400000,28.6049635445635,31.6196056218104,0,0,0.0337614315739887,0.0337614315739887,-3.38843620571063,-3.38843620571063,-3.50135585047771,0,-3.39315364377426,1,136.562003665762,123
"city",2011-08-20,2011,8,20,6,"Sat",81,10400000,28.0097950436262,31.6196056218104,0,0,0.0340305823914282,0.0340305823914282,-3.38049567655675,-3.38049567655675,-3.47309773961511,0,-3.39315364377426,1,135.208557056623,132
"city",2011-08-21,2011,8,21,0,"Sun",82,10400000,25.9811930675431,31.6196056218104,0,0,0.0284500105654211,0.0284500105654211,-3.55960674704181,-3.55960674704181,-3.59470382683907,0,-3.39315364377426,1,135.087524513418,134
"city",2011-08-22,2011,8,22,1,"Mon",83,10400000,26.1074638420293,31.6196056218104,0,0,0.031869507357901,0.031869507357901,-3.44610560853553,-3.44610560853553,-3.48147370235526,0,-3.39315364377426,1,139.280572208698,142
"city",2011-08-23,2011,8,23,2,"Tue",84,10400000,24.1136969757827,31.6196056218104,0,0,0.0329880780207751,0.0329880780207751,-3.41160905488787,-3.41160905488787,-3.41160905488787,0,-3.39315364377426,1,137.918493871884,151
"city",2011-08-24,2011,8,24,3,"Wed",85,10400000,25.1290793514389,31.6196056218104,0,0,0.0305623740419279,0.0305623740419279,-3.48798563308305,-3.48798563308305,-3.49221804980405,0,-3.39315364377426,1,137.865835214086,128
"city",2011-08-25,2011,8,25,4,"Thu",86,10400000,25.5629974645648,31.6196056218104,0,0,0.0327405224780606,0.0327405224780606,-3.41914174876512,-3.41914174876512,-3.43648705108121,0,-3.39315364377426,1,137.913299480733,148
"city",2011-08-26,2011,8,26,5,"Fri",87,10400000,22.8030363554553,31.6196056218104,0,0,0.0300777521096178,0.0300777521096178,-3.5039695130913,-3.5039695130913,-3.5039695130913,0,-3.39315364377426,1,136.483139146922,131
"city",2011-08-27,2011,8,27,6,"Sat",88,10400000,25.831606119314,31.6196056218104,0,0,0.0288323558580447,0.0288323558580447,-3.54625705516412,-3.54625705516412,-3.57552399278217,0,-3.39315364377426,1,135.0965416985,149
"city",2011-08-28,2011,8,28,0,"Sun",89,10400000,25.4092835598666,31.6196056218104,0,0,0.0319187021287389,0.0319187021287389,-3.4445631673544,-3.4445631673544,-3.45746877565637,0,-3.39315364377426,1,135.165251628244,129
"city",2011-08-29,2011,8,29,1,"Mon",90,10400000,24.0722271939647,31.6196056218104,0,0,0.0284775528902091,0.0284775528902091,-3.55863911992886,-3.55863911992886,-3.55863911992886,0,-3.39315364377426,1,139.202225593017,137
"city",2011-08-30,2011,8,30,2,"Tue",91,10400000,25.6697339099845,31.6196056218104,0,0,0.0310502517990805,0.0310502517990805,-3.47214836116434,-3.47214836116434,-3.49395373491912,0,-3.39315364377426,1,137.876752739943,138
"city",2011-08-31,2011,8,31,3,"Wed",92,10400000,26.1293444207859,31.6196056218104,0,0,0.032108353701295,0.032108353701295,-3.43863904278697,-3.43863904278697,-3.47444542382984,0,-3.39315364377426,1,137.899855455301,148
"city",2012-06-01,2012,6,1,5,"Fri",1,10350000,22.3455326207626,31.6196056218104,0,0,0.0312450170233882,0.0312450170233882,-3.46589537076565,-3.46589537076565,-3.46589537076565,0,-3.39315364377426,1,133.162763875157,135
"city",2012-06-02,2012,6,2,6,"Sat",2,10350000,23.867368438743,31.6196056218104,0,0,0.0359711079496223,0.0359711079496223,-3.32503921970221,-3.32503921970221,-3.32503921970221,0,-3.39315364377426,1,131.930655746184,122
"city",2012-06-03,2012,6,3,0,"Sun",3,10350000,23.3358096646285,31.6196056218104,0,0,0.0383696066355189,0.0383696066355189,-3.2604896266518,-3.2604896266518,-3.2604896266518,0,-3.39315364377426,1,131.97324296898,143
"city",2012-06-04,2012,6,4,1,"Mon",4,10350000,23.3572267882449,31.6196056218104,0,0,0.0347902681272285,0.0347902681272285,-3.35841758282791,-3.35841758282791,-3.35841758282791,0,-3.39315364377426,1,135.925855575219,157
"city",2012-06-05,2012,6,5,2,"Tue",5,10350000,24.0103581728478,31.6196056218104,0,0,0.0279323922314942,0.0279323922314942,-3.57796825172639,-3.57796825172639,-3.57796825172639,0,-3.39315364377426,1,134.42572340167,140
"city",2012-06-06,2012,6,6,3,"Wed",6,10350000,20.162416001985,31.6196056218104,0,0,0.0302275910992416,0.0302275910992416,-3.49900015913358,-3.49900015913358,-3.49900015913358,0,-3.39315364377426,1,134.478810596329,146
"city",2012-06-07,2012,6,7,4,"Thu",7,10350000,21.7599657093175,31.6196056218104,0,0,0.0307277724119535,0.0307277724119535,-3.48258839450223,-3.48258839450223,-3.48258839450223,0,-3.39315364377426,1,134.489846222045,118
"city",2012-06-08,2012,6,8,5,"Fri",8,10350000,21.8866059315414,31.6196056218104,0,0,0.029554286643738,0.029554286643738,-3.52152648156492,-3.52152648156492,-3.52152648156492,0,-3.39315364377426,1,133.125729063757,119
"city",2012-06-09,2012,6,9,6,"Sat",9,10350000,20.9988942837102,31.6196056218104,0,0,0.0325369426648476,0.0325369426648476,-3.42537913781784,-3.42537913781784,-3.42537913781784,0,-3.39315364377426,1,131.864482791071,122
"city",2012-06-10,2012,6,10,0,"Sun",10,10350000,18.6161486154538,31.6196056218104,0,0,0.0269848467196042,0.0269848467196042,-3.61247980313503,-3.61247980313503,-3.61247980313503,0,-3.39315364377426,1,131.74118081246,119
"city",2012-06-11,2012,6,11,1,"Mon",11,10350000,18.0188316075679,31.6196056218104,0,0,0.0319206353256907,0.0319206353256907,-3.44450260291155,-3.44450260291155,-3.44450260291155,0,-3.39315364377426,1,135.867362264581,123
"city",2012-06-12,2012,6,12,2,"Tue",12,10350000,20.915823063094,31.6196056218104,0,0,0.0323308734070595,0.0323308734070595,-3.43173267223515,-3.43173267223515,-3.43173267223515,0,-3.39315364377426,1,134.524048461646,159
"city",2012-06-13,2012,6,13,3,"Wed",13,10350000,20.588577179989,31.6196056218104,0,0,0.0321744754161457,0.0321744754161457,-3.43658182971535,-3.43658182971535,-3.43658182971535,0,-3.39315364377426,1,134.520786859707,144
"city",2012-06-14,2012,6,14,4,"Thu",14,10350000,19.8793912427635,31.6196056218104,0,0,0.0345236815916217,0.0345236815916217,-3.36610976747974,-3.36610976747974,-3.36610976747974,0,-3.39315364377426,1,134.568194997907,141
"city",2012-06-15,2012,6,15,5,"Fri",15,10350000,22.2738531792395,31.6196056218104,0,0,0.0305933676204219,0.0305933676204219,-3.48697203794693,-3.48697203794693,-3.48697203794693,0,-3.39315364377426,1,133.148731478284,113
"city",2012-06-16,2012,6,16,6,"Sat",16,10350000,20.8220521814252,31.6196056218104,0,0,0.0309674750951881,0.0309674750951881,-3.47481781576041,-3.47481781576041,-3.47481781576041,0,-3.39315364377426,1,131.831890791017,109
"city",2012-06-17,2012,6,17,0,"Sun",17,10350000,20.41016010395,31.6196056218104,0,0,0.0264433320272535,0.0264433320272535,-3.63275124972798,-3.63275124972798,-3.63275124972798,0,-3.39315364377426,1,131.72782856759,134
"city",2012-06-18,2012,6,18,1,"Mon",18,10350000,22.3478987449477,31.6196056218104,0,0,0.0313735601171651,0.0313735601171651,-3.46178977526329,-3.46178977526329,-3.46178977526329,0,-3.39315364377426,1,135.855618959568,139
"city",2012-06-19,2012,6,19,2,"Tue",19,10350000,20.8720527396951,31.6196056218104,0,0,0.0337692077732269,0.0337692077732269,-3.38820590434379,-3.38820590434379,-3.38820590434379,0,-3.39315364377426,1,134.553328632874,151
"city",2012-06-20,2012,6,20,3,"Wed",20,10350000,22.0426364060346,31.6196056218104,0,0,0.0371342551178772,0.0371342551178772,-3.29321541682395,-3.29321541682395,-3.29321541682395,0,-3.39315364377426,1,134.617250242956,160
"city",2012-06-21,2012,6,21,4,"Thu",21,10350000,21.7759073715258,31.6196056218104,0,0,0.0346273380808583,0.0346273380808583,-3.36311179095344,-3.36311179095344,-3.36311179095344,0,-3.39315364377426,1,134.570212174475,118
"city",2012-06-22,2012,6,22,5,"Fri",22,10350000,23.2525583888838,31.6196056218104,0,0,0.0318061566438835,0.0318061566438835,-3.4480954027815,-3.4480954027815,-3.4480954027815,0,-3.39315364377426,1,133.17461586723,142
"city",2012-06-23,2012,6,23,6,"Sat",23,10350000,23.4753698211354,31.6196056218104,0,0,0.0328830692063298,0.0328830692063298,-3.4147973674593,-3.4147973674593,-3.4147973674593,0,-3.39315364377426,1,131.871459774018,138
"city",2012-06-24,2012,6,24,0,"Sun",24,10350000,22.7011345573835,31.6196056218104,0,0,0.0358523432356452,0.0358523432356452,-3.3283463518509,-3.3283463518509,-3.3283463518509,0,-3.39315364377426,1,131.928474203655,131
"city",2012-06-25,2012,6,25,1,"Mon",25,10350000,21.5789134230672,31.6196056218104,0,0,0.039209346379933,0.039209346379933,-3.23884013254566,-3.23884013254566,-3.23884013254566,0,-3.39315364377426,1,136.007148210898,143
